date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
1/1/2015,27,15,0,10.8,6,72,3:07 PM,3:36 AM,7:21 AM,6:05 PM,12,20,20,20,33,11,61,0.4,1011,27,10,62,20,ahmedabad
1/2/2015,25,14,0,10.9,6,80,3:55 PM,4:31 AM,7:21 AM,6:06 PM,12,19,20,19,26,6,65,0,1014,25,10,70,16,ahmedabad
1/3/2015,26,15,0,10.9,6,87,4:45 PM,5:26 AM,7:21 AM,6:07 PM,13,21,21,21,14,1,60,0,1015,26,10,90,9,ahmedabad
1/4/2015,27,16,0,10.9,6,94,5:37 PM,6:17 AM,7:22 AM,6:07 PM,9,21,21,22,22,0,46,0,1017,27,10,68,13,ahmedabad
1/5/2015,27,14,0,10.9,6,100,6:28 PM,7:07 AM,7:22 AM,6:08 PM,5,20,20,20,24,0,40,0,1017,27,10,65,14,ahmedabad
1/6/2015,28,12,0,10.9,6,100,7:21 PM,7:52 AM,7:22 AM,6:09 PM,5,22,22,22,12,0,33,0,1015,28,10,182,7,ahmedabad
1/7/2015,27,13,0,10.9,6,84,8:12 PM,8:35 AM,7:22 AM,6:09 PM,10,23,23,23,12,0,45,0,1015,27,10,308,7,ahmedabad
1/8/2015,28,15,0,10.9,6,77,9:02 PM,9:15 AM,7:22 AM,6:10 PM,10,23,23,23,16,0,49,0,1016,28,10,108,10,ahmedabad
1/9/2015,28,15,0,10.9,6,69,9:52 PM,9:52 AM,7:23 AM,6:11 PM,5,21,21,22,19,0,34,0,1017,28,10,77,11,ahmedabad
1/10/2015,28,14,0,10.9,6,62,10:40 PM,10:28 AM,7:23 AM,6:11 PM,6,22,22,23,12,0,34,0,1017,28,10,168,7,ahmedabad
1/11/2015,29,15,0,10.9,6,55,11:30 PM,11:03 AM,7:23 AM,6:12 PM,7,23,23,23,11,0,37,0,1017,29,10,194,6,ahmedabad
1/12/2015,29,14,0,10.9,6,48,No moonrise,11:39 AM,7:23 AM,6:13 PM,9,23,23,24,6,0,42,0,1016,29,10,144,4,ahmedabad
1/13/2015,30,15,0,10.9,6,40,12:19 AM,12:16 PM,7:23 AM,6:13 PM,11,24,24,24,11,0,45,0,1014,30,10,238,6,ahmedabad
1/14/2015,28,14,0,10.9,6,33,1:10 AM,12:55 PM,7:23 AM,6:14 PM,13,24,24,23,13,16,54,0,1014,28,10,239,7,ahmedabad
1/15/2015,27,17,0,10.9,6,26,2:03 AM,1:38 PM,7:23 AM,6:15 PM,5,21,21,21,28,8,35,0,1016,27,10,48,16,ahmedabad
1/16/2015,26,14,0,10.9,6,19,2:58 AM,2:24 PM,7:23 AM,6:15 PM,4,20,20,20,25,0,37,0,1017,26,10,43,14,ahmedabad
1/17/2015,26,13,0,10.9,6,11,3:55 AM,3:16 PM,7:23 AM,6:16 PM,2,19,19,19,28,0,34,0,1017,26,10,60,16,ahmedabad
1/18/2015,26,13,0,10.9,6,4,4:53 AM,4:12 PM,7:23 AM,6:17 PM,1,19,20,19,24,0,29,0,1016,26,10,54,13,ahmedabad
1/19/2015,28,14,0,11,6,0,5:51 AM,5:14 PM,7:23 AM,6:18 PM,6,21,21,21,24,3,37,0,1015,28,10,76,13,ahmedabad
1/20/2015,29,17,0,11,6,0,6:47 AM,6:17 PM,7:23 AM,6:18 PM,7,21,21,22,26,8,40,0,1015,29,10,146,15,ahmedabad
1/21/2015,28,16,0,11,5,3,7:42 AM,7:23 PM,7:23 AM,6:19 PM,14,23,23,22,15,33,61,0.3,1017,28,10,163,9,ahmedabad
1/22/2015,26,18,0,10.1,5,10,8:32 AM,8:27 PM,7:22 AM,6:20 PM,14,22,22,22,13,37,63,3.1,1018,26,9,283,8,ahmedabad
1/23/2015,26,15,0,11,6,18,9:20 AM,9:31 PM,7:22 AM,6:20 PM,10,22,22,22,15,2,49,0,1017,26,10,38,10,ahmedabad
1/24/2015,26,15,0,11,6,25,10:06 AM,10:33 PM,7:22 AM,6:21 PM,10,21,21,21,25,7,51,0,1017,26,10,127,15,ahmedabad
1/25/2015,27,18,0,10.1,6,32,10:51 AM,11:34 PM,7:22 AM,6:22 PM,8,21,21,22,26,30,44,0,1017,27,10,172,15,ahmedabad
1/26/2015,26,14,0,11,6,39,11:35 AM,No moonset,7:22 AM,6:23 PM,6,21,20,21,19,1,41,0,1017,26,10,147,12,ahmedabad
1/27/2015,25,14,0,11,6,47,12:20 PM,12:33 AM,7:21 AM,6:23 PM,4,20,20,20,21,0,36,0,1017,25,10,25,12,ahmedabad
1/28/2015,25,14,0,11,6,54,1:06 PM,1:31 AM,7:21 AM,6:24 PM,3,19,19,19,25,1,37,0,1016,25,10,37,15,ahmedabad
1/29/2015,26,13,0,11,6,61,1:53 PM,2:27 AM,7:21 AM,6:25 PM,0,19,19,19,26,0,29,0,1017,26,10,57,15,ahmedabad
1/30/2015,27,14,0,11.1,6,69,2:42 PM,3:22 AM,7:20 AM,6:25 PM,0,20,20,20,26,0,28,0,1019,27,10,72,15,ahmedabad
1/31/2015,29,15,0,11.1,6,72,3:33 PM,4:13 AM,7:20 AM,6:26 PM,2,22,22,23,17,0,26,0,1016,29,10,55,9,ahmedabad
2/1/2015,31,17,0,11.1,7,86,4:23 PM,5:03 AM,7:20 AM,6:27 PM,3,23,23,24,17,0,27,0,1014,31,10,183,10,ahmedabad
2/2/2015,30,16,0,11.1,7,94,5:15 PM,5:49 AM,7:19 AM,6:27 PM,12,26,26,25,10,0,44,0,1015,30,10,247,7,ahmedabad
2/3/2015,30,17,0,11.1,7,100,6:06 PM,6:32 AM,7:19 AM,6:28 PM,14,26,26,26,13,0,52,0,1018,30,10,164,8,ahmedabad
2/4/2015,30,18,0,11.1,7,100,6:56 PM,7:13 AM,7:18 AM,6:29 PM,6,23,23,23,33,1,33,0,1019,30,10,67,19,ahmedabad
2/5/2015,30,18,0,11.1,7,84,7:46 PM,7:52 AM,7:18 AM,6:29 PM,4,24,24,24,26,3,27,0,1017,30,10,66,15,ahmedabad
2/6/2015,31,18,0,11.1,7,76,8:35 PM,8:28 AM,7:18 AM,6:30 PM,7,24,24,25,24,9,34,0,1015,31,10,182,13,ahmedabad
2/7/2015,31,17,0,11.1,7,69,9:24 PM,9:04 AM,7:17 AM,6:30 PM,2,25,25,25,17,1,24,0,1014,31,10,243,10,ahmedabad
2/8/2015,30,18,0,11.1,7,61,10:13 PM,9:39 AM,7:17 AM,6:31 PM,3,24,24,25,20,0,26,0,1015,30,10,324,12,ahmedabad
2/9/2015,29,18,0,11.2,7,53,11:03 PM,10:15 AM,7:16 AM,6:32 PM,5,23,23,24,26,1,30,0,1016,29,10,109,15,ahmedabad
2/10/2015,31,18,0,11.2,6,46,11:54 PM,10:53 AM,7:15 AM,6:32 PM,6,24,24,24,33,7,31,0.2,1016,31,10,62,20,ahmedabad
2/11/2015,31,19,0,11.2,7,38,No moonrise,11:33 AM,7:15 AM,6:33 PM,5,24,24,25,26,6,28,0,1015,31,10,197,15,ahmedabad
2/12/2015,31,18,0,11.2,7,31,12:47 AM,12:16 PM,7:14 AM,6:34 PM,0,24,24,25,23,0,21,0,1015,31,10,73,14,ahmedabad
2/13/2015,32,17,0,11.2,7,23,1:41 AM,1:04 PM,7:14 AM,6:34 PM,-1,25,25,26,17,0,18,0,1014,32,10,194,9,ahmedabad
2/14/2015,33,17,0,11.2,7,16,2:37 AM,1:57 PM,7:13 AM,6:35 PM,7,27,27,28,10,0,28,0,1012,33,10,218,7,ahmedabad
2/15/2015,33,19,0,11.2,7,8,3:34 AM,2:54 PM,7:12 AM,6:35 PM,12,29,29,28,14,0,38,0,1012,33,10,255,9,ahmedabad
2/16/2015,35,20,0,11.2,7,1,4:29 AM,3:55 PM,7:12 AM,6:36 PM,9,28,28,29,16,0,32,0,1013,35,10,263,10,ahmedabad
2/17/2015,34,20,0,11.3,7,0,5:24 AM,4:59 PM,7:11 AM,6:36 PM,11,27,27,27,22,0,40,0,1012,34,10,294,14,ahmedabad
2/18/2015,33,20,0,11.3,7,0,6:17 AM,6:04 PM,7:10 AM,6:37 PM,12,29,29,28,12,0,39,0,1011,33,10,305,8,ahmedabad
2/19/2015,34,20,0,11.3,7,0,7:07 AM,7:10 PM,7:10 AM,6:37 PM,10,29,29,29,16,0,32,0,1012,34,10,247,10,ahmedabad
2/20/2015,34,20,0,11.3,7,7,7:55 AM,8:15 PM,7:09 AM,6:38 PM,10,29,29,30,12,0,33,0,1013,34,10,244,7,ahmedabad
2/21/2015,36,22,0,11.3,8,14,8:42 AM,9:19 PM,7:08 AM,6:39 PM,6,30,30,31,15,0,23,0,1013,36,10,112,8,ahmedabad
2/22/2015,37,22,0,11.3,8,22,9:29 AM,10:21 PM,7:07 AM,6:39 PM,7,31,31,32,9,0,22,0,1013,37,10,104,5,ahmedabad
2/23/2015,37,23,0,11.3,8,29,10:15 AM,11:22 PM,7:07 AM,6:40 PM,4,29,29,31,17,3,20,0,1013,37,10,153,10,ahmedabad
2/24/2015,35,23,0,11.3,8,37,11:02 AM,No moonset,7:06 AM,6:40 PM,11,29,29,29,19,5,35,0,1011,35,10,277,12,ahmedabad
2/25/2015,32,20,0,11.4,7,44,11:50 AM,12:20 AM,7:05 AM,6:41 PM,9,26,26,26,23,4,38,0,1011,32,10,291,16,ahmedabad
2/26/2015,30,17,0,11.4,7,52,12:39 PM,1:17 AM,7:04 AM,6:41 PM,-1,24,24,25,17,0,21,0,1010,30,10,304,11,ahmedabad
2/27/2015,30,16,0,11.4,7,60,1:30 PM,2:10 AM,7:03 AM,6:42 PM,-3,25,25,26,8,1,15,0,1011,30,10,140,5,ahmedabad
2/28/2015,32,20,0,10.1,6,67,2:20 PM,3:00 AM,7:03 AM,6:42 PM,2,25,25,25,33,23,25,0,1008,32,10,140,21,ahmedabad
3/1/2015,28,20,0,11.4,5,72,3:12 PM,3:48 AM,7:02 AM,6:42 PM,14,24,24,23,45,22,59,8.3,1007,28,9,190,29,ahmedabad
3/2/2015,27,18,0,11.4,6,79,4:02 PM,4:31 AM,7:01 AM,6:43 PM,9,23,23,22,18,7,44,0,1012,27,10,296,13,ahmedabad
3/3/2015,27,17,0,11.4,6,86,4:52 PM,5:13 AM,7:00 AM,6:43 PM,8,23,23,23,10,9,39,0,1014,27,10,240,7,ahmedabad
3/4/2015,29,18,0,11.6,7,94,5:42 PM,5:52 AM,6:59 AM,6:44 PM,9,25,25,25,10,6,38,0,1014,29,10,239,6,ahmedabad
3/5/2015,31,19,0,11.6,7,100,6:31 PM,6:28 AM,6:58 AM,6:44 PM,6,26,26,27,12,3,29,0,1014,31,10,193,8,ahmedabad
3/6/2015,33,21,0,11.6,7,100,7:21 PM,7:05 AM,6:57 AM,6:45 PM,7,28,28,28,16,1,27,0,1015,33,10,244,10,ahmedabad
3/7/2015,34,22,0,11.6,8,84,8:10 PM,7:40 AM,6:56 AM,6:45 PM,9,28,28,28,18,15,32,0,1013,34,10,249,12,ahmedabad
3/8/2015,33,21,0,11.6,7,77,8:59 PM,8:16 AM,6:55 AM,6:46 PM,8,27,27,28,20,4,33,0,1014,33,10,278,13,ahmedabad
3/9/2015,33,20,0,11.6,7,70,9:50 PM,8:53 AM,6:55 AM,6:46 PM,-3,26,26,27,29,0,16,0,1017,33,10,91,18,ahmedabad
3/10/2015,28,21,0,11.6,7,63,10:41 PM,9:33 AM,6:54 AM,6:46 PM,-5,25,25,25,31,1,13,0,1015,28,10,74,17,ahmedabad
3/11/2015,36,21,0,11.6,8,55,11:35 PM,10:14 AM,6:53 AM,6:47 PM,2,28,28,29,18,8,20,0,1011,36,10,231,11,ahmedabad
3/12/2015,36,21,0,11.6,8,48,No moonrise,10:59 AM,6:52 AM,6:47 PM,0,28,28,29,17,15,17,0,1012,36,10,237,11,ahmedabad
3/13/2015,36,20,0,11.6,7,41,12:28 AM,11:48 AM,6:51 AM,6:48 PM,1,29,29,29,17,13,19,0,1012,36,10,211,11,ahmedabad
3/14/2015,36,21,0,11.6,8,34,1:23 AM,12:41 PM,6:50 AM,6:48 PM,4,29,29,30,17,11,21,0,1012,36,10,208,11,ahmedabad
3/15/2015,38,22,0,11.6,8,26,2:16 AM,1:39 PM,6:49 AM,6:48 PM,4,30,30,31,16,1,20,0,1011,38,10,188,10,ahmedabad
3/16/2015,38,22,0,10.2,7,19,3:10 AM,2:39 PM,6:48 AM,6:49 PM,3,31,31,32,17,11,18,0,1011,38,10,211,10,ahmedabad
3/17/2015,38,23,0,11.6,8,12,4:02 AM,3:42 PM,6:47 AM,6:49 PM,6,31,31,32,16,2,22,0,1011,38,10,263,11,ahmedabad
3/18/2015,38,23,0,11.6,8,4,4:52 AM,4:46 PM,6:46 AM,6:50 PM,6,31,31,32,18,2,23,0,1010,38,10,264,11,ahmedabad
3/19/2015,35,26,0,11.6,8,0,5:41 AM,5:51 PM,6:45 AM,6:50 PM,3,30,30,31,17,1,18,0,1011,35,10,160,10,ahmedabad
3/20/2015,37,24,0,11.6,8,0,6:28 AM,6:56 PM,6:44 AM,6:50 PM,4,32,32,33,14,1,17,0,1013,37,10,184,9,ahmedabad
3/21/2015,38,26,0,11.6,9,3,7:16 AM,8:00 PM,6:43 AM,6:51 PM,7,34,34,35,16,1,19,0,1013,38,10,208,9,ahmedabad
3/22/2015,40,27,0,11.6,9,10,8:03 AM,9:04 PM,6:42 AM,6:51 PM,8,34,34,35,20,3,20,0,1012,40,10,215,12,ahmedabad
3/23/2015,40,28,0,11.6,9,17,8:52 AM,10:06 PM,6:41 AM,6:52 PM,8,35,35,36,18,3,19,0,1010,40,10,234,11,ahmedabad
3/24/2015,41,28,0,11.6,9,24,9:41 AM,11:05 PM,6:40 AM,6:52 PM,8,35,35,36,20,2,20,0,1010,41,10,308,13,ahmedabad
3/25/2015,42,28,0,11.6,9,32,10:32 AM,No moonset,6:39 AM,6:52 PM,5,35,35,36,21,9,16,0,1009,42,10,228,12,ahmedabad
3/26/2015,42,29,0,11.6,9,39,11:23 AM,12:02 AM,6:38 AM,6:53 PM,6,35,35,36,16,32,16,0,1010,42,10,244,9,ahmedabad
3/27/2015,42,30,0,11.6,9,46,12:15 PM,12:55 AM,6:37 AM,6:53 PM,7,36,36,36,13,12,18,0,1011,42,10,219,8,ahmedabad
3/28/2015,41,29,0,11.6,9,54,1:07 PM,1:44 AM,6:36 AM,6:53 PM,9,35,35,36,18,9,21,0,1010,41,10,269,12,ahmedabad
3/29/2015,40,30,0,10.2,8,61,1:58 PM,2:29 AM,6:35 AM,6:54 PM,10,32,32,34,23,38,24,0,1009,40,10,256,16,ahmedabad
3/30/2015,38,27,0,11.6,8,68,2:48 PM,3:12 AM,6:34 AM,6:54 PM,7,31,31,32,26,1,24,0,1009,38,10,276,19,ahmedabad
3/31/2015,37,24,0,11.6,8,72,3:38 PM,3:51 AM,6:33 AM,6:54 PM,7,31,31,32,20,1,24,0,1009,37,10,272,14,ahmedabad
4/1/2015,38,25,0,11.6,8,86,4:27 PM,4:28 AM,6:32 AM,6:55 PM,8,31,31,32,20,2,24,0,1008,38,10,263,14,ahmedabad
4/2/2015,39,25,0,11.6,8,93,5:17 PM,5:05 AM,6:31 AM,6:55 PM,12,32,32,32,26,0,32,0,1007,39,10,262,19,ahmedabad
4/3/2015,38,25,0,11.6,8,100,6:06 PM,5:41 AM,6:30 AM,6:56 PM,12,31,31,31,23,1,33,0,1007,38,10,261,17,ahmedabad
4/4/2015,36,25,0,11.6,7,100,6:55 PM,6:17 AM,6:29 AM,6:56 PM,15,31,31,30,25,15,42,0.1,1006,36,10,261,19,ahmedabad
4/5/2015,36,24,0,11.6,8,84,7:46 PM,6:54 AM,6:29 AM,6:56 PM,15,32,32,31,17,2,41,0,1007,36,10,248,13,ahmedabad
4/6/2015,37,24,0,11.6,8,77,8:38 PM,7:33 AM,6:28 AM,6:57 PM,14,33,33,33,11,4,34,0,1007,37,10,255,8,ahmedabad
4/7/2015,38,26,0,11.6,9,69,9:31 PM,8:13 AM,6:27 AM,6:57 PM,13,34,34,34,9,8,32,0,1007,38,10,204,7,ahmedabad
4/8/2015,40,28,0,11.6,9,61,10:24 PM,8:58 AM,6:26 AM,6:57 PM,11,34,34,35,11,9,25,0,1009,40,10,127,8,ahmedabad
4/9/2015,40,29,0,11.6,9,54,11:18 PM,9:45 AM,6:25 AM,6:58 PM,9,34,34,35,20,9,21,0,1009,40,10,153,13,ahmedabad
4/10/2015,40,28,0,11.6,9,46,No moonrise,10:36 AM,6:24 AM,6:58 PM,13,35,35,35,23,6,30,0,1008,40,10,196,16,ahmedabad
4/11/2015,39,27,0,11.6,8,39,12:11 AM,11:31 AM,6:23 AM,6:59 PM,14,32,32,32,25,6,38,0.2,1009,39,10,218,18,ahmedabad
4/12/2015,36,26,0,11.6,7,31,1:03 AM,12:28 PM,6:22 AM,6:59 PM,14,31,31,31,16,20,39,0.2,1011,36,10,213,12,ahmedabad
4/13/2015,41,26,0,11.6,9,24,1:54 AM,1:28 PM,6:21 AM,6:59 PM,9,35,35,35,17,3,24,0,1007,41,10,275,11,ahmedabad
4/14/2015,42,26,0,11.6,9,16,2:43 AM,2:29 PM,6:20 AM,7:00 PM,10,35,35,35,17,3,24,0,1007,42,10,284,12,ahmedabad
4/15/2015,42,27,0,11.6,9,9,3:31 AM,3:32 PM,6:19 AM,7:00 PM,9,35,35,35,16,4,23,0,1007,42,10,281,11,ahmedabad
4/16/2015,39,28,0,11.6,9,1,4:17 AM,4:35 PM,6:19 AM,7:01 PM,13,36,36,36,13,7,29,0,1011,39,10,113,11,ahmedabad
4/17/2015,41,29,0,11.6,9,0,5:03 AM,5:39 PM,6:18 AM,7:01 PM,10,37,37,38,16,4,20,0,1009,41,10,239,11,ahmedabad
4/18/2015,43,30,0,11.6,9,0,5:50 AM,6:42 PM,6:17 AM,7:01 PM,10,37,37,37,21,0,20,0,1006,43,10,269,16,ahmedabad
4/19/2015,43,29,0,11.6,9,0,6:38 AM,7:46 PM,6:16 AM,7:02 PM,10,38,38,37,16,0,21,0,1006,43,10,263,13,ahmedabad
4/20/2015,43,30,0,11.6,9,6,7:28 AM,8:47 PM,6:15 AM,7:02 PM,6,37,37,38,22,1,16,0,1008,43,10,300,15,ahmedabad
4/21/2015,43,30,0,11.6,9,14,8:18 AM,9:47 PM,6:14 AM,7:03 PM,6,36,36,37,24,3,16,0,1008,43,10,303,16,ahmedabad
4/22/2015,43,30,0,11.6,9,21,9:11 AM,10:43 PM,6:14 AM,7:03 PM,7,36,36,37,24,4,18,0,1007,43,10,281,18,ahmedabad
4/23/2015,41,28,0,11.6,9,29,10:04 AM,11:36 PM,6:13 AM,7:03 PM,6,35,35,36,18,0,18,0,1007,41,10,264,13,ahmedabad
4/24/2015,41,27,0,11.6,9,36,10:58 AM,No moonset,6:12 AM,7:04 PM,10,35,35,35,20,0,25,0,1007,41,10,263,15,ahmedabad
4/25/2015,42,27,0,11.6,9,44,11:50 AM,12:24 AM,6:11 AM,7:04 PM,14,36,36,35,21,1,31,0,1007,42,10,242,15,ahmedabad
4/26/2015,43,28,0,11.6,9,52,12:42 PM,1:08 AM,6:10 AM,7:05 PM,14,38,38,37,19,0,30,0,1007,43,10,247,15,ahmedabad
4/27/2015,44,28,0,11.6,9,59,1:33 PM,1:49 AM,6:10 AM,7:05 PM,13,38,38,37,23,0,29,0,1008,44,10,259,16,ahmedabad
4/28/2015,43,27,0,11.6,9,67,2:22 PM,2:27 AM,6:09 AM,7:06 PM,10,37,37,37,18,1,24,0,1006,43,10,275,13,ahmedabad
4/29/2015,43,28,0,11.6,9,74,3:11 PM,3:04 AM,6:08 AM,7:06 PM,11,37,37,36,20,0,27,0,1006,43,10,270,15,ahmedabad
4/30/2015,43,28,0,11.6,9,82,4:00 PM,3:41 AM,6:08 AM,7:06 PM,14,38,38,36,20,0,30,0,1007,43,10,248,16,ahmedabad
5/1/2015,43,28,0,11.6,9,86,4:50 PM,4:16 AM,6:07 AM,7:07 PM,14,39,39,37,17,0,33,0,1007,43,10,261,14,ahmedabad
5/2/2015,44,29,0,11.6,9,93,5:40 PM,4:53 AM,6:06 AM,7:07 PM,10,40,40,39,14,0,24,0,1006,44,10,279,10,ahmedabad
5/3/2015,43,29,0,11.6,9,100,6:32 PM,5:31 AM,6:05 AM,7:08 PM,5,39,39,39,16,0,13,0,1007,43,10,283,11,ahmedabad
5/4/2015,43,29,0,11.6,9,100,7:25 PM,6:11 AM,6:05 AM,7:08 PM,6,38,38,38,19,0,18,0,1007,43,10,297,14,ahmedabad
5/5/2015,43,30,0,11.6,9,85,8:19 PM,6:55 AM,6:04 AM,7:09 PM,7,37,37,38,23,0,16,0,1007,43,10,292,16,ahmedabad
5/6/2015,42,29,0,11.6,9,78,9:14 PM,7:42 AM,6:04 AM,7:09 PM,9,36,36,36,23,1,21,0,1006,42,10,279,16,ahmedabad
5/7/2015,42,29,0,11.6,9,70,10:08 PM,8:32 AM,6:03 AM,7:10 PM,11,37,37,36,25,1,25,0,1007,42,10,289,18,ahmedabad
5/8/2015,43,29,0,11.6,9,63,11:01 PM,9:27 AM,6:02 AM,7:10 PM,12,37,37,36,25,4,27,0,1007,43,10,286,18,ahmedabad
5/9/2015,43,30,0,11.6,9,56,11:52 PM,10:23 AM,6:02 AM,7:11 PM,10,36,36,36,27,4,24,0,1006,43,10,290,20,ahmedabad
5/10/2015,42,29,0,11.6,9,49,No moonrise,11:22 AM,6:01 AM,7:11 PM,13,36,36,36,22,3,28,0,1006,42,10,276,16,ahmedabad
5/11/2015,42,30,0,11.6,9,41,12:40 AM,12:21 PM,6:01 AM,7:11 PM,14,38,38,37,17,5,30,0,1006,42,10,263,14,ahmedabad
5/12/2015,41,30,0,13.1,9,34,1:27 AM,1:22 PM,6:00 AM,7:12 PM,17,38,38,36,19,7,36,0,1006,41,10,243,14,ahmedabad
5/13/2015,41,31,0,13.1,9,27,2:12 AM,2:22 PM,6:00 AM,7:12 PM,16,39,39,37,12,10,31,0,1006,41,10,276,9,ahmedabad
5/14/2015,42,30,0,13.5,9,19,2:57 AM,3:24 PM,5:59 AM,7:13 PM,15,39,39,37,17,3,29,0,1007,42,10,292,13,ahmedabad
5/15/2015,43,32,0,13.5,10,12,3:42 AM,4:25 PM,5:59 AM,7:13 PM,10,39,39,39,18,3,19,0,1007,43,10,308,12,ahmedabad
5/16/2015,44,31,0,13.6,10,5,4:27 AM,5:28 PM,5:58 AM,7:14 PM,9,39,39,39,26,2,19,0,1004,44,10,306,18,ahmedabad
5/17/2015,45,31,0,13.6,10,0,5:15 AM,6:29 PM,5:58 AM,7:14 PM,9,39,39,39,23,0,19,0,1003,45,10,297,17,ahmedabad
5/18/2015,44,31,0,13.6,10,0,6:05 AM,7:30 PM,5:58 AM,7:15 PM,13,39,39,38,21,0,25,0,1004,44,10,275,16,ahmedabad
5/19/2015,44,30,0,13.6,10,2,6:57 AM,8:28 PM,5:57 AM,7:15 PM,16,39,39,37,28,0,33,0,1005,44,10,274,21,ahmedabad
5/20/2015,43,29,0,13.6,9,9,7:51 AM,9:24 PM,5:57 AM,7:16 PM,18,40,40,37,21,0,38,0,1006,43,10,265,17,ahmedabad
5/21/2015,44,30,0,13.6,9,17,8:45 AM,10:15 PM,5:57 AM,7:16 PM,17,41,41,37,20,0,36,0,1006,44,10,265,17,ahmedabad
5/22/2015,44,29,0,13.6,9,24,9:39 AM,11:02 PM,5:56 AM,7:17 PM,16,39,39,37,26,1,35,0,1005,44,10,262,20,ahmedabad
5/23/2015,43,30,0,13.6,9,31,10:32 AM,11:45 PM,5:56 AM,7:17 PM,17,39,39,36,30,1,37,0,1004,43,10,261,23,ahmedabad
5/24/2015,44,30,0,13.6,9,39,11:24 AM,No moonset,5:56 AM,7:18 PM,17,39,39,37,34,0,36,0,1005,44,10,249,26,ahmedabad
5/25/2015,44,31,0,13.6,9,46,12:14 PM,12:25 AM,5:55 AM,7:18 PM,17,39,39,37,31,2,37,0,1005,44,10,252,24,ahmedabad
5/26/2015,43,30,0,13.6,9,53,1:04 PM,1:03 AM,5:55 AM,7:19 PM,17,39,39,36,26,1,37,0,1006,43,10,252,20,ahmedabad
5/27/2015,42,30,0,13.6,9,60,1:53 PM,1:39 AM,5:55 AM,7:19 PM,19,39,39,36,24,2,40,0,1006,42,10,261,19,ahmedabad
5/28/2015,43,30,0,13.6,9,68,2:42 PM,2:15 AM,5:55 AM,7:19 PM,18,39,39,36,24,3,39,0,1005,43,10,255,18,ahmedabad
5/29/2015,43,29,0,13.7,9,75,3:33 PM,2:51 AM,5:54 AM,7:20 PM,16,40,40,38,20,2,30,0,1005,43,10,282,15,ahmedabad
5/30/2015,43,30,0,13.7,9,82,4:23 PM,3:28 AM,5:54 AM,7:20 PM,13,38,38,38,21,1,25,0,1006,43,10,281,16,ahmedabad
5/31/2015,44,29,0,13.7,9,86,5:16 PM,4:07 AM,5:54 AM,7:21 PM,15,39,39,37,21,0,32,0,1004,44,10,257,16,ahmedabad
6/1/2015,44,30,0,13.7,9,100,6:10 PM,4:50 AM,5:54 AM,7:21 PM,18,40,40,37,25,1,36,0,1002,44,10,227,20,ahmedabad
6/2/2015,42,30,0,13.7,9,100,7:06 PM,5:36 AM,5:54 AM,7:22 PM,18,38,38,36,29,2,37,0,1004,42,10,218,23,ahmedabad
6/3/2015,39,30,0,13.3,8,85,8:01 PM,6:26 AM,5:54 AM,7:22 PM,20,37,37,34,19,29,46,0.5,1005,39,10,218,15,ahmedabad
6/4/2015,41,30,0,13.7,8,77,8:56 PM,7:20 AM,5:54 AM,7:23 PM,18,39,39,37,10,12,36,0.4,1005,41,10,297,8,ahmedabad
6/5/2015,43,32,0,13.7,10,69,9:49 PM,8:17 AM,5:54 AM,7:23 PM,10,39,39,39,17,5,19,0,1005,43,10,242,13,ahmedabad
6/6/2015,44,32,0,13.7,10,62,10:39 PM,9:16 AM,5:53 AM,7:23 PM,12,41,41,39,16,3,21,0,1004,44,10,277,12,ahmedabad
6/7/2015,43,33,0,13.7,10,54,11:27 PM,10:16 AM,5:53 AM,7:24 PM,15,41,41,39,19,16,25,0,1002,43,10,250,14,ahmedabad
6/8/2015,38,33,0,13.7,9,47,No moonrise,11:17 AM,5:53 AM,7:24 PM,21,39,39,35,25,36,44,0,1004,38,10,209,19,ahmedabad
6/9/2015,40,31,0,13.7,9,39,12:12 AM,12:16 PM,5:53 AM,7:24 PM,20,38,38,35,25,27,45,0,1005,40,10,206,20,ahmedabad
6/10/2015,38,30,0,13.7,9,32,12:56 AM,1:17 PM,5:53 AM,7:25 PM,21,39,39,35,25,30,47,0,1004,38,10,208,20,ahmedabad
6/11/2015,38,31,0,13.7,8,24,1:40 AM,2:16 PM,5:53 AM,7:25 PM,22,40,40,35,18,31,47,0.2,1004,38,10,222,14,ahmedabad
6/12/2015,38,32,0,13.7,9,17,2:24 AM,3:17 PM,5:54 AM,7:26 PM,21,39,39,35,22,28,43,0,1003,38,10,250,17,ahmedabad
6/13/2015,39,31,0,13.7,9,9,3:09 AM,4:17 PM,5:54 AM,7:26 PM,21,39,39,35,27,39,45,0,1002,39,10,248,20,ahmedabad
6/14/2015,37,31,0,13.7,9,2,3:57 AM,5:17 PM,5:54 AM,7:26 PM,21,39,39,34,23,36,48,0.5,1002,37,10,231,18,ahmedabad
6/15/2015,34,30,0,13.7,7,0,4:47 AM,6:15 PM,5:54 AM,7:26 PM,22,37,37,33,27,39,56,31.3,1003,34,7,247,16,ahmedabad
6/16/2015,36,30,0,10.9,7,0,5:39 AM,7:12 PM,5:54 AM,7:27 PM,23,38,38,33,20,53,58,13,1002,36,9,224,13,ahmedabad
