date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
3/29/2016,39,24,0,11.6,8,55,11:51 PM,10:22 AM,6:35 AM,6:54 PM,-1,31,31,33,17,6,12,0,1011,39,10,278,10,ahmedabad
3/30/2016,39,24,0,11.6,9,47,No moonrise,11:09 AM,6:34 AM,6:54 PM,0,32,32,33,17,4,14,0,1011,39,10,301,10,ahmedabad
3/31/2016,39,25,0,11.6,8,43,12:41 AM,11:58 AM,6:33 AM,6:55 PM,7,32,32,33,20,3,22,0,1011,39,10,286,12,ahmedabad
4/1/2016,39,25,0,11.6,8,26,1:31 AM,12:51 PM,6:32 AM,6:55 PM,14,33,33,32,17,9,36,0,1009,39,10,274,12,ahmedabad
4/2/2016,40,27,0,10.2,8,19,2:20 AM,1:48 PM,6:31 AM,6:55 PM,15,34,34,34,17,31,33,0,1009,40,10,275,11,ahmedabad
4/3/2016,40,27,0,10.2,8,11,3:09 AM,2:46 PM,6:30 AM,6:56 PM,11,33,33,33,22,46,30,0,1011,40,10,293,15,ahmedabad
4/4/2016,39,26,0,10.2,7,4,3:57 AM,3:47 PM,6:29 AM,6:56 PM,11,32,32,32,20,37,30,0,1010,39,10,309,14,ahmedabad
4/5/2016,38,25,0,11.6,8,0,4:43 AM,4:50 PM,6:28 AM,6:57 PM,11,32,32,33,17,14,29,0,1009,38,10,278,12,ahmedabad
4/6/2016,38,25,0,11.6,8,0,5:30 AM,5:54 PM,6:27 AM,6:57 PM,11,31,31,32,20,18,29,0,1010,38,10,284,15,ahmedabad
4/7/2016,37,26,0,11.6,8,0,6:17 AM,6:58 PM,6:26 AM,6:57 PM,9,30,30,32,20,12,28,0,1010,37,10,293,14,ahmedabad
4/8/2016,37,25,0,11.6,8,3,7:05 AM,8:04 PM,6:25 AM,6:58 PM,8,31,31,32,19,1,25,0,1010,37,10,293,13,ahmedabad
4/9/2016,38,25,0,11.6,8,11,7:55 AM,9:09 PM,6:24 AM,6:58 PM,9,31,31,32,21,18,26,0,1010,38,10,303,13,ahmedabad
4/10/2016,39,26,0,11.6,9,19,8:47 AM,10:13 PM,6:23 AM,6:59 PM,10,32,32,33,23,22,25,0,1011,39,10,303,15,ahmedabad
4/11/2016,39,26,0,11.6,8,26,9:42 AM,11:14 PM,6:22 AM,6:59 PM,11,32,32,32,23,11,30,0,1011,39,10,306,16,ahmedabad
4/12/2016,39,26,0,11.6,9,34,10:37 AM,No moonset,6:21 AM,6:59 PM,9,33,33,34,23,8,23,0,1009,39,10,266,14,ahmedabad
4/13/2016,41,26,0,11.6,9,41,11:34 AM,12:11 AM,6:20 AM,7:00 PM,9,35,35,35,17,3,24,0,1007,41,10,279,12,ahmedabad
4/14/2016,42,26,0,11.6,9,49,12:29 PM,1:04 AM,6:20 AM,7:00 PM,10,35,35,35,17,3,24,0,1007,42,10,284,12,ahmedabad
4/15/2016,42,27,0,11.6,9,56,1:24 PM,1:52 AM,6:19 AM,7:00 PM,9,35,35,35,16,4,23,0,1007,42,10,281,11,ahmedabad
4/16/2016,41,27,0,11.6,9,64,2:16 PM,2:36 AM,6:18 AM,7:01 PM,10,35,35,35,17,3,24,0,1008,41,10,268,12,ahmedabad
4/17/2016,42,26,0,11.6,9,71,3:08 PM,3:17 AM,6:17 AM,7:01 PM,10,35,35,35,17,3,25,0,1007,42,10,269,12,ahmedabad
4/18/2016,42,26,0,11.6,9,79,3:58 PM,3:55 AM,6:16 AM,7:02 PM,8,35,35,35,17,3,24,0,1007,42,10,256,12,ahmedabad
4/19/2016,41,26,0,11.6,9,87,4:48 PM,4:31 AM,6:15 AM,7:02 PM,8,35,35,35,17,6,24,0,1007,41,10,264,12,ahmedabad
4/20/2016,41,26,0,10.3,8,94,5:37 PM,5:07 AM,6:15 AM,7:02 PM,10,34,34,35,18,15,26,0.1,1007,41,10,250,13,ahmedabad
4/21/2016,40,26,0,11.6,9,100,6:26 PM,5:43 AM,6:14 AM,7:03 PM,8,33,33,33,21,1,25,0,1008,40,10,279,15,ahmedabad
4/22/2016,39,25,0,11.6,8,100,7:16 PM,6:19 AM,6:13 AM,7:03 PM,14,33,33,33,19,0,34,0,1007,39,10,259,15,ahmedabad
4/23/2016,39,26,0,11.6,8,83,8:06 PM,6:57 AM,6:12 AM,7:04 PM,15,34,34,33,19,2,38,0,1006,39,10,236,15,ahmedabad
4/24/2016,39,26,0,11.6,8,76,8:56 PM,7:38 AM,6:11 AM,7:04 PM,15,35,35,34,15,2,38,0,1005,39,10,244,12,ahmedabad
4/25/2016,40,27,0,11.6,9,68,9:47 PM,8:20 AM,6:11 AM,7:05 PM,13,35,35,34,15,16,34,0,1007,40,10,222,12,ahmedabad
4/26/2016,38,28,0,9,7,61,10:37 PM,9:05 AM,6:10 AM,7:05 PM,9,33,33,34,13,29,25,0,1009,38,10,268,9,ahmedabad
4/27/2016,41,27,0,11.6,9,53,11:27 PM,9:54 AM,6:09 AM,7:05 PM,5,34,34,35,24,6,18,0,1008,41,10,292,15,ahmedabad
4/28/2016,42,27,0,11.6,9,46,No moonrise,10:45 AM,6:08 AM,7:06 PM,9,37,37,37,19,0,23,0,1007,42,10,270,12,ahmedabad
4/29/2016,43,29,0,11.6,9,38,12:16 AM,11:39 AM,6:08 AM,7:06 PM,8,38,38,38,18,3,18,0,1007,43,10,259,11,ahmedabad
4/30/2016,43,29,0,11.6,9,30,1:03 AM,12:34 PM,6:07 AM,7:07 PM,10,37,37,37,17,4,22,0,1007,43,10,259,11,ahmedabad
5/1/2016,42,29,0,11.6,9,29,1:50 AM,1:33 PM,6:06 AM,7:07 PM,13,38,38,37,16,2,27,0,1006,42,10,268,12,ahmedabad
5/2/2016,42,29,0,11.6,9,22,2:34 AM,2:32 PM,6:06 AM,7:08 PM,13,36,36,36,22,11,28,0,1006,42,10,262,16,ahmedabad
5/3/2016,43,28,0,11.6,9,15,3:20 AM,3:34 PM,6:05 AM,7:08 PM,12,37,37,36,18,3,27,0,1006,43,10,247,13,ahmedabad
5/4/2016,42,30,0,10.3,8,8,4:05 AM,4:36 PM,6:04 AM,7:09 PM,13,36,36,35,19,40,31,0,1006,42,10,267,14,ahmedabad
5/5/2016,40,28,0,11.6,9,0,4:51 AM,5:41 PM,6:04 AM,7:09 PM,14,36,36,35,13,7,31,0,1007,40,10,258,10,ahmedabad
5/6/2016,38,28,0,11.6,9,0,5:40 AM,6:46 PM,6:03 AM,7:09 PM,13,34,34,35,12,11,28,0,1007,38,10,299,8,ahmedabad
5/7/2016,40,29,0,11.6,9,0,6:31 AM,7:52 PM,6:03 AM,7:10 PM,16,36,36,35,16,16,35,0,1007,40,10,268,11,ahmedabad
5/8/2016,42,30,0,11.6,9,7,7:26 AM,8:56 PM,6:02 AM,7:10 PM,14,38,38,37,18,5,28,0,1007,42,10,248,12,ahmedabad
5/9/2016,43,30,0,11.6,9,14,8:22 AM,9:57 PM,6:01 AM,7:11 PM,16,39,39,37,15,6,32,0,1007,43,10,230,11,ahmedabad
5/10/2016,43,30,0,11.6,9,21,9:20 AM,10:54 PM,6:01 AM,7:11 PM,14,39,39,38,17,5,28,0,1007,43,10,243,13,ahmedabad
5/11/2016,43,31,0,13.1,9,29,10:18 AM,11:46 PM,6:00 AM,7:12 PM,16,40,40,38,15,5,30,0,1007,43,10,269,11,ahmedabad
5/12/2016,44,30,0,13.1,9,36,11:15 AM,No moonset,6:00 AM,7:12 PM,15,39,39,38,17,3,29,0,1005,44,10,273,13,ahmedabad
5/13/2016,44,30,0,13.5,9,43,12:10 PM,12:33 AM,5:59 AM,7:13 PM,14,39,39,38,19,2,28,0,1005,44,10,276,15,ahmedabad
5/14/2016,44,29,0,13.5,9,50,1:03 PM,1:16 AM,5:59 AM,7:13 PM,14,39,39,37,20,0,29,0,1006,44,10,279,15,ahmedabad
5/15/2016,44,29,0,13.6,9,58,1:54 PM,1:55 AM,5:59 AM,7:14 PM,12,39,39,37,19,0,26,0,1006,44,10,276,15,ahmedabad
5/16/2016,44,29,0,13.6,9,65,2:44 PM,2:32 AM,5:58 AM,7:14 PM,15,40,40,38,18,0,29,0,1004,44,10,275,13,ahmedabad
5/17/2016,45,30,0,13.6,10,72,3:34 PM,3:08 AM,5:58 AM,7:15 PM,15,41,41,39,17,1,28,0,1002,45,10,282,12,ahmedabad
5/18/2016,47,31,0,13.6,10,80,4:22 PM,3:44 AM,5:57 AM,7:15 PM,12,45,45,41,18,0,23,0,1000,47,10,288,15,ahmedabad
5/19/2016,43,29,0,13.6,9,87,5:12 PM,4:20 AM,5:57 AM,7:16 PM,15,39,39,37,21,2,30,0,1004,43,10,262,16,ahmedabad
5/20/2016,43,29,0,13.6,9,94,6:01 PM,4:57 AM,5:57 AM,7:16 PM,15,39,39,37,19,3,32,0,1004,43,10,256,14,ahmedabad
5/21/2016,43,29,0,13.3,8,100,6:52 PM,5:37 AM,5:56 AM,7:17 PM,16,39,39,37,19,12,34,0.3,1004,43,10,250,15,ahmedabad
5/22/2016,44,30,0,13.6,9,100,7:43 PM,6:18 AM,5:56 AM,7:17 PM,17,39,39,37,26,2,36,0,1004,44,10,240,20,ahmedabad
5/23/2016,43,29,0,13.6,9,84,8:34 PM,7:03 AM,5:56 AM,7:18 PM,19,39,39,36,31,6,40,0,1005,43,10,248,24,ahmedabad
5/24/2016,42,30,0,13.6,9,77,9:25 PM,7:51 AM,5:55 AM,7:18 PM,20,39,39,36,23,5,43,0,1005,42,10,242,18,ahmedabad
5/25/2016,42,30,0,13.6,9,70,10:14 PM,8:41 AM,5:55 AM,7:18 PM,20,40,40,36,25,27,44,0,1004,42,10,241,19,ahmedabad
5/26/2016,39,31,0,13.6,9,62,11:02 PM,9:35 AM,5:55 AM,7:19 PM,21,40,40,36,27,13,46,0,1005,39,10,237,22,ahmedabad
5/27/2016,33,31,0,13.6,8,55,11:48 PM,10:29 AM,5:55 AM,7:19 PM,23,38,38,33,24,41,55,0,1007,33,10,255,19,ahmedabad
5/28/2016,32,30,0,13.7,8,48,No moonrise,11:26 AM,5:54 AM,7:20 PM,22,36,36,31,22,21,59,0,1006,32,10,254,16,ahmedabad
5/29/2016,42,30,0,13.7,9,40,12:32 AM,12:23 PM,5:54 AM,7:20 PM,20,39,39,35,26,14,43,0,1004,42,10,251,21,ahmedabad
5/30/2016,41,30,0,13.7,9,33,1:16 AM,1:22 PM,5:54 AM,7:21 PM,20,38,38,34,23,18,48,0,1004,41,10,240,17,ahmedabad
5/31/2016,39,30,0,13.7,9,29,1:59 AM,2:21 PM,5:54 AM,7:21 PM,19,38,38,35,21,6,42,0,1005,39,10,253,17,ahmedabad
6/1/2016,42,30,0,13.3,8,12,2:43 AM,3:23 PM,5:54 AM,7:22 PM,20,40,40,36,19,15,40,0,1003,42,10,232,15,ahmedabad
6/2/2016,41,29,0,13.7,9,4,3:29 AM,4:26 PM,5:54 AM,7:22 PM,19,38,38,35,18,2,42,0,1006,41,10,262,15,ahmedabad
6/3/2016,42,29,0,13.7,9,0,4:17 AM,5:31 PM,5:54 AM,7:22 PM,18,39,39,37,19,0,38,0,1005,42,10,291,15,ahmedabad
6/4/2016,45,30,0,13.7,10,0,5:09 AM,6:35 PM,5:54 AM,7:23 PM,14,40,40,38,21,2,28,0,1004,45,10,306,16,ahmedabad
6/5/2016,46,30,0,13.7,10,0,6:04 AM,7:39 PM,5:53 AM,7:23 PM,13,40,40,38,25,2,25,0,1004,46,10,302,18,ahmedabad
6/6/2016,45,31,0,13.7,10,3,7:02 AM,8:39 PM,5:53 AM,7:24 PM,16,42,42,39,17,0,30,0,1003,45,10,268,14,ahmedabad
6/7/2016,44,30,0,13.7,9,11,8:01 AM,9:35 PM,5:53 AM,7:24 PM,17,40,40,38,19,0,33,0,1003,44,10,261,15,ahmedabad
6/8/2016,44,29,0,13.7,9,18,9:00 AM,10:25 PM,5:53 AM,7:24 PM,20,40,40,36,22,2,43,0,1002,44,10,244,16,ahmedabad
6/9/2016,43,30,0,13.7,9,26,9:58 AM,11:11 PM,5:53 AM,7:25 PM,20,41,41,37,19,2,41,0,1002,43,10,234,16,ahmedabad
6/10/2016,38,31,0,13.7,8,33,10:53 AM,11:53 PM,5:53 AM,7:25 PM,22,39,39,35,25,26,48,0,1004,38,10,238,21,ahmedabad
6/11/2016,42,30,0,13.7,9,41,11:47 AM,No moonset,5:54 AM,7:25 PM,21,39,39,35,26,30,45,0,1003,42,10,249,20,ahmedabad
6/12/2016,42,31,0,13.7,9,48,12:38 PM,12:31 AM,5:54 AM,7:26 PM,20,40,40,36,25,12,41,0,1003,42,10,254,20,ahmedabad
6/13/2016,42,30,0,13.7,9,56,1:28 PM,1:08 AM,5:54 AM,7:26 PM,20,39,39,36,29,21,42,0.5,1004,42,10,249,22,ahmedabad
6/14/2016,41,30,0,13.3,8,63,2:17 PM,1:44 AM,5:54 AM,7:26 PM,21,39,39,35,30,48,46,0,1003,41,10,243,23,ahmedabad
6/15/2016,37,31,0,13.7,9,71,3:06 PM,2:20 AM,5:54 AM,7:27 PM,21,38,38,34,30,30,47,0,1002,37,10,235,25,ahmedabad
6/16/2016,38,29,0,10.9,7,79,3:56 PM,2:56 AM,5:54 AM,7:27 PM,22,39,39,34,21,55,53,3,1001,38,10,218,16,ahmedabad
6/17/2016,41,29,0,13.7,9,86,4:46 PM,3:35 AM,5:54 AM,7:27 PM,19,38,38,35,17,10,42,0.3,1002,41,10,253,14,ahmedabad
6/18/2016,41,29,0,13.7,9,94,5:38 PM,4:15 AM,5:54 AM,7:28 PM,19,37,37,35,24,20,42,0,1003,41,10,281,19,ahmedabad
6/19/2016,40,29,0,13.3,8,100,6:29 PM,4:59 AM,5:55 AM,7:28 PM,20,37,37,34,23,48,48,0.5,1002,40,10,278,18,ahmedabad
6/20/2016,40,30,0,13.3,8,100,7:21 PM,5:46 AM,5:55 AM,7:28 PM,22,40,40,35,14,44,50,1.5,1001,40,10,273,11,ahmedabad
6/21/2016,37,28,0,13.3,7,84,8:11 PM,6:36 AM,5:55 AM,7:28 PM,24,39,39,32,12,50,64,8.3,1001,37,9,268,9,ahmedabad
6/22/2016,35,30,0,10.9,7,76,9:00 PM,7:30 AM,5:55 AM,7:28 PM,24,39,39,33,13,65,61,4.7,1003,35,10,250,10,ahmedabad
6/23/2016,37,30,0,12.1,7,69,9:47 PM,8:24 AM,5:55 AM,7:29 PM,24,39,39,33,15,58,58,4.4,1003,37,10,223,11,ahmedabad
6/24/2016,36,30,0,9.8,7,61,10:32 PM,9:21 AM,5:56 AM,7:29 PM,23,39,39,33,17,67,57,1.2,1002,36,10,196,12,ahmedabad
6/25/2016,38,30,0,12.1,8,54,11:16 PM,10:18 AM,5:56 AM,7:29 PM,23,39,39,34,19,50,54,0,1003,38,10,176,15,ahmedabad
6/26/2016,38,29,0,13.3,7,46,11:59 PM,11:16 AM,5:56 AM,7:29 PM,22,37,37,33,21,48,56,0,1002,38,10,189,16,ahmedabad
6/27/2016,37,30,0,13.3,7,38,No moonrise,12:15 PM,5:56 AM,7:29 PM,23,38,38,33,19,42,55,0.8,1001,37,10,192,15,ahmedabad
6/28/2016,37,29,0,13.3,8,31,12:42 AM,1:14 PM,5:57 AM,7:29 PM,22,39,39,34,16,43,53,0,1001,37,10,183,12,ahmedabad
6/29/2016,36,30,0,10.9,7,23,1:26 AM,2:14 PM,5:57 AM,7:29 PM,24,39,39,33,18,63,60,10.9,1002,36,9,252,12,ahmedabad
6/30/2016,37,29,0,13.3,7,16,2:11 AM,3:17 PM,5:57 AM,7:29 PM,24,38,38,33,18,34,62,0,1001,37,10,196,14,ahmedabad
7/1/2016,37,29,0,12.1,7,15,3:00 AM,4:19 PM,5:58 AM,7:30 PM,24,40,40,33,20,48,60,0,1000,37,10,201,16,ahmedabad
7/2/2016,38,30,0,12.1,7,8,3:52 AM,5:22 PM,5:58 AM,7:30 PM,24,40,40,33,21,55,61,0.2,998,38,10,202,16,ahmedabad
7/3/2016,36,29,0,10.9,7,1,4:47 AM,6:22 PM,5:58 AM,7:30 PM,25,39,39,32,18,57,65,0.1,1000,36,10,221,14,ahmedabad
7/4/2016,36,29,0,13.3,7,0,5:45 AM,7:21 PM,5:59 AM,7:30 PM,24,38,38,32,17,68,64,0,1001,36,10,244,14,ahmedabad
7/5/2016,35,29,0,10.9,7,0,6:44 AM,8:14 PM,5:59 AM,7:30 PM,23,37,37,32,22,61,60,0,1001,35,10,257,17,ahmedabad
7/6/2016,34,28,0,12.1,7,6,7:43 AM,9:03 PM,5:59 AM,7:29 PM,23,35,35,31,23,63,62,0,1001,34,10,250,18,ahmedabad
7/7/2016,33,29,0,9.5,7,14,8:40 AM,9:47 PM,6:00 AM,7:29 PM,22,34,34,31,25,79,60,0,1002,33,10,247,19,ahmedabad
7/8/2016,34,28,0,9.5,7,21,9:36 AM,10:28 PM,6:00 AM,7:29 PM,23,35,35,30,25,64,65,0.3,1002,34,9,254,19,ahmedabad
7/9/2016,32,28,0,9.1,7,28,10:28 AM,11:06 PM,6:01 AM,7:29 PM,23,34,34,30,21,75,67,0.1,1000,32,10,246,16,ahmedabad
7/10/2016,33,28,0,6.6,7,35,11:20 AM,11:43 PM,6:01 AM,7:29 PM,24,36,36,31,20,75,68,0,1000,33,10,255,15,ahmedabad
7/11/2016,35,28,0,6.6,7,43,12:10 PM,No moonset,6:01 AM,7:29 PM,24,36,36,31,16,82,67,4.4,1000,35,10,249,12,ahmedabad
7/12/2016,27,25,0,6.6,6,50,12:59 PM,12:18 AM,6:02 AM,7:29 PM,24,31,31,27,18,80,87,22.1,1001,27,9,254,13,ahmedabad
7/13/2016,31,24,0,10.4,6,57,1:49 PM,12:55 AM,6:02 AM,7:29 PM,24,32,32,28,6,61,83,16.4,1002,31,7,201,5,ahmedabad
7/14/2016,34,26,0,10.4,7,65,2:38 PM,1:33 AM,6:03 AM,7:28 PM,23,35,35,30,19,58,67,0,1001,34,10,215,15,ahmedabad
7/15/2016,35,27,0,6.6,7,72,3:30 PM,2:12 AM,6:03 AM,7:28 PM,23,36,36,31,23,56,64,0,1002,35,10,214,17,ahmedabad
7/16/2016,33,27,0,6.6,7,79,4:20 PM,2:54 AM,6:03 AM,7:28 PM,24,35,35,30,20,61,69,0.4,1003,33,10,202,15,ahmedabad
7/17/2016,33,27,0,7.9,7,86,5:12 PM,3:40 AM,6:04 AM,7:28 PM,23,35,35,30,23,60,67,0,1005,33,10,211,17,ahmedabad
7/18/2016,33,27,0,9.1,7,94,6:04 PM,4:29 AM,6:04 AM,7:27 PM,24,36,36,30,18,64,73,4,1001,33,10,217,13,ahmedabad
7/19/2016,32,27,0,7.9,7,100,6:54 PM,5:21 AM,6:05 AM,7:27 PM,24,35,35,30,19,65,73,2.2,1000,32,10,224,14,ahmedabad
7/20/2016,32,27,0,6.6,7,100,7:43 PM,6:16 AM,6:05 AM,7:27 PM,24,35,35,30,18,67,74,2.4,1000,32,10,223,13,ahmedabad
7/21/2016,33,27,0,7.9,7,85,8:30 PM,7:14 AM,6:06 AM,7:26 PM,24,35,35,30,18,63,73,5.5,1001,33,9,224,13,ahmedabad
7/22/2016,32,27,0,7.9,7,77,9:15 PM,8:12 AM,6:06 AM,7:26 PM,24,34,34,29,18,68,76,9.1,1000,32,9,236,13,ahmedabad
7/23/2016,31,27,0,6.6,6,70,9:59 PM,9:11 AM,6:06 AM,7:26 PM,24,34,34,29,20,69,78,7.6,1000,31,9,237,14,ahmedabad
7/24/2016,31,27,0,6.6,6,63,10:42 PM,10:10 AM,6:07 AM,7:25 PM,24,33,33,29,22,75,79,8.6,1000,31,9,238,15,ahmedabad
7/25/2016,29,26,0,6.6,6,55,11:26 PM,11:09 AM,6:07 AM,7:25 PM,24,32,32,28,22,76,81,9.4,1001,29,9,236,15,ahmedabad
7/26/2016,30,26,0,6.6,6,48,No moonrise,12:09 PM,6:08 AM,7:24 PM,24,32,32,28,23,82,81,11.4,1001,30,9,218,16,ahmedabad
7/27/2016,31,26,0,6.6,6,41,12:10 AM,1:09 PM,6:08 AM,7:24 PM,25,33,33,28,23,78,81,12.6,1001,31,9,228,15,ahmedabad
7/28/2016,31,26,0,6.6,6,34,12:57 AM,2:10 PM,6:09 AM,7:23 PM,24,33,33,29,15,67,74,0.2,1005,31,10,257,11,ahmedabad
7/29/2016,33,26,0,10.3,7,26,1:46 AM,3:11 PM,6:09 AM,7:23 PM,24,34,34,29,17,67,72,0,1004,33,10,249,12,ahmedabad
7/30/2016,33,26,0,9.1,7,19,2:38 AM,4:11 PM,6:09 AM,7:22 PM,24,34,34,29,17,69,74,11.1,1003,33,9,254,11,ahmedabad
7/31/2016,31,26,0,9.1,6,15,3:34 AM,5:09 PM,6:10 AM,7:22 PM,25,34,34,29,19,75,80,5.6,1004,31,9,267,14,ahmedabad
8/1/2016,34,26,0,6.6,7,5,4:31 AM,6:03 PM,6:10 AM,7:21 PM,24,34,34,29,22,83,75,2.1,1002,34,9,261,16,ahmedabad
8/2/2016,31,27,0,6.6,6,0,5:30 AM,6:54 PM,6:11 AM,7:21 PM,24,33,33,28,20,87,78,0.3,1000,31,10,247,15,ahmedabad
8/3/2016,29,26,0,10.3,6,0,6:27 AM,7:40 PM,6:11 AM,7:20 PM,24,32,32,28,19,71,79,1.1,1000,29,10,251,14,ahmedabad
8/4/2016,33,25,0,9.1,7,2,7:23 AM,8:22 PM,6:11 AM,7:20 PM,23,33,33,29,19,70,73,0.2,1000,33,10,249,14,ahmedabad
8/5/2016,35,27,0,10.3,7,10,8:17 AM,9:02 PM,6:12 AM,7:19 PM,25,36,36,30,17,57,73,3.6,999,35,10,233,12,ahmedabad
8/6/2016,30,26,0,6.5,6,17,9:10 AM,9:40 PM,6:12 AM,7:18 PM,24,32,32,28,23,84,79,3.9,1000,30,10,251,16,ahmedabad
8/7/2016,32,26,0,6.5,6,24,10:01 AM,10:16 PM,6:13 AM,7:18 PM,24,32,32,28,21,93,80,11,1002,32,8,231,14,ahmedabad
8/8/2016,28,25,0,6.5,6,32,10:51 AM,10:53 PM,6:13 AM,7:17 PM,24,31,31,27,17,82,86,2.5,1003,28,9,242,12,ahmedabad
8/9/2016,27,26,0,6.5,6,39,11:41 AM,11:30 PM,6:13 AM,7:16 PM,25,30,30,26,23,94,91,4.6,1002,27,9,255,15,ahmedabad
8/10/2016,26,25,0,9.1,6,46,12:30 PM,No moonset,6:14 AM,7:16 PM,24,29,29,26,24,83,92,13.6,1003,26,8,242,15,ahmedabad
8/11/2016,31,25,0,6.5,6,53,1:21 PM,12:08 AM,6:14 AM,7:15 PM,24,32,32,28,22,87,82,0,1005,31,10,229,15,ahmedabad
8/12/2016,30,25,0,10.3,6,61,2:11 PM,12:49 AM,6:15 AM,7:14 PM,24,32,32,28,17,64,81,0,1006,30,9,236,12,ahmedabad
8/13/2016,31,25,0,9,6,68,3:02 PM,1:33 AM,6:15 AM,7:13 PM,23,32,32,28,17,46,76,0,1005,31,10,244,12,ahmedabad
8/14/2016,30,26,0,6.5,6,75,3:54 PM,2:19 AM,6:15 AM,7:13 PM,23,32,32,28,19,76,74,0,1005,30,10,226,13,ahmedabad
8/15/2016,30,26,0,6.5,6,82,4:44 PM,3:10 AM,6:16 AM,7:12 PM,23,31,31,28,20,79,77,0.2,1004,30,10,237,14,ahmedabad
8/16/2016,29,25,0,6.5,6,90,5:34 PM,4:04 AM,6:16 AM,7:11 PM,23,30,30,27,21,86,77,0,1003,29,10,227,14,ahmedabad
8/17/2016,31,26,0,7.7,6,97,6:22 PM,5:01 AM,6:17 AM,7:10 PM,23,32,32,28,18,86,75,0.1,1002,31,10,227,12,ahmedabad
8/18/2016,32,25,0,10.3,7,100,7:09 PM,5:59 AM,6:17 AM,7:09 PM,22,32,32,29,15,60,71,0.8,1003,32,10,246,10,ahmedabad
8/19/2016,32,25,0,10.3,6,88,7:55 PM,6:59 AM,6:17 AM,7:09 PM,23,32,32,28,16,47,74,0.8,1004,32,10,267,11,ahmedabad
8/20/2016,30,26,0,7.7,6,81,8:39 PM,8:00 AM,6:18 AM,7:08 PM,23,31,31,28,24,77,77,0.7,1003,30,9,254,16,ahmedabad
8/21/2016,31,25,0,10.3,6,74,9:24 PM,9:01 AM,6:18 AM,7:07 PM,24,32,32,28,22,67,78,0.3,1003,31,10,248,15,ahmedabad
8/22/2016,32,25,0,9,6,67,10:09 PM,10:02 AM,6:18 AM,7:06 PM,24,33,33,29,20,66,76,1.1,1004,32,10,244,13,ahmedabad
8/23/2016,28,26,0,9,6,59,10:55 PM,11:03 AM,6:19 AM,7:05 PM,24,31,31,27,21,74,86,4.1,1003,28,9,254,13,ahmedabad
8/24/2016,26,25,0,7.7,6,52,11:44 PM,12:05 PM,6:19 AM,7:04 PM,24,29,29,25,25,92,92,30,1003,26,9,238,15,ahmedabad
8/25/2016,31,25,0,10.3,6,45,No moonrise,1:06 PM,6:19 AM,7:03 PM,25,32,32,27,16,68,86,6.5,1005,31,9,225,10,ahmedabad
8/26/2016,31,25,0,10.3,6,38,12:35 AM,2:05 PM,6:20 AM,7:02 PM,25,34,34,29,12,45,83,3.2,1005,31,8,220,8,ahmedabad
8/27/2016,33,26,0,10.3,7,30,1:29 AM,3:03 PM,6:20 AM,7:01 PM,25,36,36,30,9,55,78,1.6,1005,33,10,185,6,ahmedabad
8/28/2016,32,27,0,10.3,7,23,2:24 AM,3:57 PM,6:20 AM,7:01 PM,26,36,36,30,9,42,80,9.3,1006,32,9,204,6,ahmedabad
8/29/2016,32,26,0,10.3,7,16,3:21 AM,4:48 PM,6:21 AM,7:00 PM,26,36,36,29,17,45,82,16,1005,32,9,203,10,ahmedabad
8/30/2016,31,26,0,11.6,7,8,4:17 AM,5:35 PM,6:21 AM,6:59 PM,26,34,34,29,18,38,84,2.5,1004,31,10,233,12,ahmedabad
8/31/2016,31,29,0,7.5,7,5,5:14 AM,6:18 PM,6:21 AM,6:58 PM,25,37,37,30,15,71,75,0,1004,31,10,231,10,ahmedabad
9/1/2016,32,26,0,6.2,6,0,6:08 AM,6:59 PM,6:22 AM,6:57 PM,24,34,34,29,14,78,78,0,1005,32,10,254,10,ahmedabad
9/2/2016,30,25,0,8.9,6,0,7:01 AM,7:37 PM,6:22 AM,6:56 PM,23,32,32,28,17,51,76,0,1006,30,10,250,12,ahmedabad
9/3/2016,31,24,0,7.5,6,6,7:53 AM,8:14 PM,6:22 AM,6:55 PM,23,31,31,28,18,50,76,0,1006,31,10,235,12,ahmedabad
9/4/2016,30,24,0,11.6,7,14,8:43 AM,8:51 PM,6:23 AM,6:54 PM,22,30,30,27,19,43,75,0.1,1008,30,10,236,13,ahmedabad
9/5/2016,30,24,0,8.9,6,21,9:33 AM,9:28 PM,6:23 AM,6:53 PM,22,30,30,27,18,63,74,0.1,1008,30,10,233,12,ahmedabad
9/6/2016,31,24,0,10.2,6,29,10:23 AM,10:05 PM,6:23 AM,6:52 PM,22,31,31,28,19,48,73,0.3,1009,31,10,235,13,ahmedabad
9/7/2016,32,24,0,10.2,6,36,11:13 AM,10:45 PM,6:23 AM,6:51 PM,23,31,31,28,14,55,74,0,1008,32,10,242,10,ahmedabad
9/8/2016,32,25,0,11.6,6,44,12:03 PM,11:27 PM,6:24 AM,6:50 PM,22,31,31,28,15,35,70,0.2,1009,32,10,246,10,ahmedabad
9/9/2016,33,25,0,11.6,7,51,12:53 PM,No moonset,6:24 AM,6:49 PM,22,32,32,29,14,28,70,0,1010,33,10,243,10,ahmedabad
